Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-20,22:26,CNR5310166,Success,CUST4912,Prime Plus,ITPL,Mahadevapura,4.78,20.5,0,,0,,0,,356,17.34,3.9,4.5
2026-03-07,17:36,CNR4059169,Success,CUST9106,Auto,Marathahalli,Malleshwaram,12.98,24.9,0,,0,,0,,1142,12.36,4.5,3.1
2026-03-27,17:11,CNR9088531,Success,CUST6689,Mini,Electronic City,Hennur,9.3,8.6,0,,0,,0,,449,16.89,3.8,3.9
2026-03-04,01:40,CNR7851172,Success,CUST1327,Prime SUV,Frazer Town,Brookefield,10.71,14.33,0,,0,,0,,236,15.44,4,3.7
2026-03-10,05:28,CNR3947869,Cancelled by Customer,CUST1961,Mini,KR Puram,Peenya,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-18,02:19,CNR1707533,Incomplete,CUST5034,Bike,Shivajinagar,Anekal,,,0,,0,,1,Customer Demand,,,,
2026-03-20,06:15,CNR2503236,Incomplete,CUST9715,Auto,Chandapura,Sahakar Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-12,18:12,CNR8204501,Success,CUST9105,eBike,KR Puram,Marathahalli,2.85,12.65,0,,0,,0,,936,4.01,3,4.5
2026-03-28,10:42,CNR2000839,Success,CUST6427,Bike,Banashankari,Ulsoor,8.38,16.77,0,,0,,0,,78,17.01,3.1,3
2026-03-25,22:21,CNR8238229,Cancelled by Driver,CUST3903,Prime SUV,Ramamurthy Nagar,Jayanagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-07,05:27,CNR9233555,Cancelled by Driver,CUST8310,Prime SUV,Indiranagar,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,20:55,CNR2905260,Success,CUST8838,Prime Sedan,Silk Board,Indiranagar,14.76,19.1,0,,0,,0,,330,12.66,3.9,4.2
2026-03-23,23:17,CNR7774329,Success,CUST7886,Auto,Chandapura,Electronic City,6.6,20.15,0,,0,,0,,222,1.6,4.6,3.1
2026-03-16,01:36,CNR1139937,Cancelled by Driver,CUST7836,Prime Plus,Outer Ring Road,Airport Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-07,02:54,CNR3646524,Cancelled by Driver,CUST9399,Prime Sedan,Jayanagar,Whitefield,,,0,,1,More than permitted people in there,0,,,,,
2026-03-03,13:21,CNR1066452,Cancelled by Driver,CUST4751,eBike,Vijayanagar,Ulsoor,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-01,13:10,CNR6246658,Success,CUST7487,eBike,Marathahalli,Nagawara,3.76,18.96,0,,0,,0,,1107,19.35,3,3.6
2026-03-02,15:47,CNR5173173,Cancelled by Driver,CUST6135,Prime Plus,Whitefield,Vijayanagar,,,0,,1,Customer related issue,0,,,,,
2026-03-06,23:50,CNR1270814,Success,CUST9650,Prime Sedan,KR Puram,MG Road,9.08,21.7,0,,0,,0,,108,8.55,3.3,3.6
2026-03-19,15:03,CNR1635358,Incomplete,CUST6630,Prime Sedan,Frazer Town,Marathahalli,,,0,,0,,1,Other Issue,,,,
2026-03-16,02:09,CNR3310306,Incomplete,CUST7353,Prime Plus,Dasarahalli,Vijayanagar,,,0,,0,,1,Customer Demand,,,,
2026-03-24,13:20,CNR1806475,Cancelled by Driver,CUST5334,Auto,Shivajinagar,Sahakar Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-27,11:52,CNR3401528,Success,CUST7200,eBike,Whitefield,Indiranagar,13.83,14.55,0,,0,,0,,158,18.33,4.5,3.6
2026-03-05,11:13,CNR7726401,Success,CUST6706,Prime Plus,Airport Road,Bannerghatta Road,6.74,16.69,0,,0,,0,,258,18.31,3.8,3.9
2026-03-13,19:46,CNR2108555,Success,CUST8684,Prime Plus,Bannerghatta Road,Vijayanagar,5.09,24.45,0,,0,,0,,377,15.14,3.2,3.5
2026-03-17,13:52,CNR2347775,Incomplete,CUST4406,eBike,Kanakapura Road,Peenya,,,0,,0,,1,Other Issue,,,,
2026-03-17,05:47,CNR9005175,Incomplete,CUST9213,eBike,Frazer Town,Hebbal,,,0,,0,,1,Customer Demand,,,,
2026-03-11,07:50,CNR7589767,Success,CUST9595,Prime SUV,Vijayanagar,JP Nagar,8.83,23.73,0,,0,,0,,198,7.13,3.1,4.8
2026-03-09,08:41,CNR4225270,Success,CUST9724,Mini,MG Road,Yelahanka,9.78,15.3,0,,0,,0,,798,15.45,3.9,3.5
2026-03-10,13:12,CNR2912165,Success,CUST2261,Prime Sedan,Kalyan Nagar,Malleshwaram,2.23,10.45,0,,0,,0,,911,4.84,4,4.7
2026-03-11,22:21,CNR9055780,Success,CUST1461,Prime SUV,Basavanagudi,Ramamurthy Nagar,2.42,22.03,0,,0,,0,,220,21.86,3.7,4.9
2026-03-06,16:43,CNR6461737,Incomplete,CUST1573,Bike,Hennur,Dasarahalli,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-20,21:15,CNR1909344,Success,CUST4566,eBike,Outer Ring Road,Anekal,10,17.39,0,,0,,0,,646,14.15,4.3,3
2026-03-30,04:35,CNR9901670,Success,CUST3896,Auto,Rajajinagar,Outer Ring Road,9.85,8.77,0,,0,,0,,363,11.84,4.9,3.9
2026-03-10,22:27,CNR9613859,Success,CUST4939,Prime Plus,Bannerghatta Road,BTM Layout,8.97,7.46,0,,0,,0,,630,21.36,3.1,3.1
2026-03-24,04:51,CNR1929968,Success,CUST5255,eBike,Nagawara,Outer Ring Road,12.69,12.04,0,,0,,0,,476,21.22,4.5,4.5
2026-03-01,00:16,CNR8632826,Success,CUST6311,Prime Sedan,Brookefield,Kadugodi,2.28,17.92,0,,0,,0,,198,16.81,5,4.1
2026-03-22,20:51,CNR3726251,Cancelled by Driver,CUST4452,Mini,KR Puram,Vijayanagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-14,16:34,CNR5942347,Cancelled by Customer,CUST6113,Mini,Domlur,CV Raman Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-20,18:03,CNR1030931,Success,CUST9694,Auto,Anekal,Mahadevapura,13.12,15.58,0,,0,,0,,420,10.33,3.4,3.2
2026-03-06,03:41,CNR3355566,Success,CUST8581,Auto,BTM Layout,Indiranagar,2.13,23.62,0,,0,,0,,338,13.99,4.9,4
2026-03-11,01:36,CNR5396595,Success,CUST3207,Bike,Mahadevapura,Chandapura,8.51,8.25,0,,0,,0,,433,6.41,3.2,4.9
2026-03-02,00:43,CNR4627994,Cancelled by Driver,CUST4613,eBike,MG Road,Kadugodi,,,0,,1,More than permitted people in there,0,,,,,
2026-03-30,08:37,CNR7847829,Success,CUST8832,Prime Plus,Sarjapur,Silk Board,10.26,16.78,0,,0,,0,,191,12.28,3.3,4.5
2026-03-09,23:19,CNR7417942,Incomplete,CUST4507,Prime Sedan,Kadugodi,Banashankari,,,0,,0,,1,Other Issue,,,,
2026-03-04,12:37,CNR7373113,Cancelled by Driver,CUST5485,Bike,Rajajinagar,Electronic City,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-25,19:48,CNR8918509,Success,CUST6048,Prime Plus,Peenya,Malleshwaram,9.3,19.35,0,,0,,0,,657,18.55,3.3,3.5
2026-03-24,23:13,CNR9344435,Cancelled by Driver,CUST5969,Mini,Brigade Road,KR Puram,,,0,,1,Customer related issue,0,,,,,
2026-03-21,03:17,CNR3138386,Cancelled by Driver,CUST9691,Prime Sedan,Silk Board,Anekal,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-04,03:40,CNR7085313,Cancelled by Driver,CUST2865,Auto,HSR Layout,Marathahalli,,,0,,1,More than permitted people in there,0,,,,,
2026-03-21,09:12,CNR2746720,Success,CUST1528,eBike,Yelahanka,Nagawara,2.1,8.28,0,,0,,0,,679,10.96,4.8,3.8
2026-03-14,16:09,CNR3157942,Cancelled by Driver,CUST4829,Prime SUV,Bellandur,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2026-03-12,00:13,CNR6441918,Success,CUST5094,Auto,Basavanagudi,Basavanagudi,6.65,13.86,0,,0,,0,,103,2.54,4.9,4.8
2026-03-28,01:07,CNR2569606,Success,CUST2157,eBike,Mahadevapura,Nagawara,7.22,12.15,0,,0,,0,,726,13.59,3.2,4.9
2026-03-15,19:24,CNR9849777,Cancelled by Driver,CUST4483,Prime SUV,Chandapura,Nagawara,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-03,06:57,CNR4597785,Success,CUST3697,Bike,Airport Road,Indiranagar,11.94,23.61,0,,0,,0,,455,2.55,3.4,3.2
2026-03-21,14:11,CNR7963367,Cancelled by Driver,CUST9430,eBike,BTM Layout,RR Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-30,09:46,CNR5315231,Incomplete,CUST3824,Auto,Airport Road,Ulsoor,,,0,,0,,1,Other Issue,,,,
2026-03-25,17:42,CNR8139770,Cancelled by Customer,CUST6714,Prime Sedan,Rajajinagar,Basavanagudi,,,1,Wrong Address,0,,0,,,,,
2026-03-19,22:30,CNR1744947,Success,CUST5766,Bike,Richmond Town,Peenya,2.88,10.69,0,,0,,0,,667,16.83,3.2,4.6
2026-03-13,07:45,CNR8847205,Incomplete,CUST5268,Bike,HSR Layout,Hebbal,,,0,,0,,1,Customer Demand,,,,
2026-03-18,02:41,CNR2859482,Success,CUST6766,eBike,Bannerghatta Road,Horamavu,12.89,9.74,0,,0,,0,,1473,24.32,3.8,3.2
2026-03-24,10:58,CNR7231423,Success,CUST1637,Auto,Hebbal,Vijayanagar,10.9,6.79,0,,0,,0,,738,16.37,3.1,3.9
2026-03-16,06:51,CNR6375616,Success,CUST4974,Bike,JP Nagar,Koramangala,4.24,11.79,0,,0,,0,,409,19.66,4.6,3.2
2026-03-26,13:40,CNR2725297,Incomplete,CUST6540,eBike,Outer Ring Road,Ulsoor,,,0,,0,,1,Other Issue,,,,
2026-03-16,11:03,CNR5358049,Cancelled by Driver,CUST3875,Mini,Chandapura,MG Road,,,0,,1,Customer related issue,0,,,,,
2026-03-21,14:36,CNR4840284,Success,CUST6127,Auto,Richmond Town,Vijayanagar,3.84,7.56,0,,0,,0,,571,3.51,3.8,4.2
2026-03-26,01:53,CNR1613639,Incomplete,CUST1012,Prime SUV,Brigade Road,Ulsoor,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-21,13:12,CNR9280681,Success,CUST3760,Bike,Shivajinagar,Sahakar Nagar,10.38,24.75,0,,0,,0,,344,7.33,4.4,4.1
2026-03-18,23:22,CNR5343143,Success,CUST4086,eBike,Yelahanka,Jayanagar,9.83,16.86,0,,0,,0,,81,10.27,3.1,3.3
2026-03-23,13:40,CNR8546306,Success,CUST9099,Auto,ITPL,Shivajinagar,14.54,5.32,0,,0,,0,,560,1.89,3.6,4.7
2026-03-08,21:35,CNR2634879,Cancelled by Driver,CUST2011,Bike,Shivajinagar,Bellandur,,,0,,1,Customer related issue,0,,,,,
2026-03-18,01:34,CNR7595742,Success,CUST1381,Auto,Devanahalli,Hebbal,6.49,22.41,0,,0,,0,,199,11.9,4.9,3.5
2026-03-07,21:07,CNR5080624,Cancelled by Driver,CUST5596,Mini,Shivajinagar,Kanakapura Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-21,21:26,CNR5969220,Cancelled by Driver,CUST9232,eBike,Frazer Town,HSR Layout,,,0,,1,Customer related issue,0,,,,,
2026-03-03,15:01,CNR5693149,Success,CUST4332,Prime SUV,Hennur,Yelahanka,9.38,13.29,0,,0,,0,,332,16.32,4.6,4.9
2026-03-27,09:30,CNR7998608,Cancelled by Driver,CUST7435,Prime SUV,CV Raman Nagar,Whitefield,,,0,,1,Customer related issue,0,,,,,
2026-03-15,02:07,CNR1117997,Cancelled by Driver,CUST6715,Mini,Hebbal,Hennur,,,0,,1,More than permitted people in there,0,,,,,
2026-03-16,19:10,CNR3665365,Incomplete,CUST7062,eBike,Richmond Town,Ramamurthy Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-25,19:30,CNR7738809,Cancelled by Customer,CUST8323,eBike,Devanahalli,Bellandur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-28,12:26,CNR1760012,Success,CUST3315,Prime Sedan,Yelahanka,Kalyan Nagar,4.31,18.48,0,,0,,0,,312,11.9,4,3.4
2026-03-12,05:49,CNR8717483,Success,CUST9571,Auto,Hennur,Electronic City,14.76,8.84,0,,0,,0,,74,9.73,4.3,4.8
2026-03-26,12:54,CNR3796195,Success,CUST2682,Bike,Bannerghatta Road,Chandapura,5.29,16.81,0,,0,,0,,271,23.75,3.7,4.2
2026-03-28,15:30,CNR9809067,Success,CUST5033,eBike,Electronic City,Kadugodi,5.99,10.84,0,,0,,0,,1010,8.2,3.2,4.6
2026-03-07,08:17,CNR5887642,Success,CUST4404,Mini,Kalyan Nagar,Domlur,3.64,22.72,0,,0,,0,,690,12.03,3.8,4.4
2026-03-05,20:17,CNR4586950,Cancelled by Driver,CUST5643,Prime SUV,Bannerghatta Road,Chandapura,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-06,07:32,CNR9234875,Cancelled by Customer,CUST9625,Prime SUV,Peenya,MG Road,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-22,22:57,CNR4498766,Success,CUST9391,Auto,Banashankari,Silk Board,12.1,13.05,0,,0,,0,,769,23.12,4.8,3.4
2026-03-28,15:30,CNR6763275,Success,CUST5108,Auto,Kalyan Nagar,ITPL,4.07,20.21,0,,0,,0,,654,21.92,4.1,3.7
2026-03-13,10:16,CNR8043695,Success,CUST2630,Prime Plus,Kanakapura Road,Whitefield,11.39,5.3,0,,0,,0,,885,16.75,4.5,4.5
2026-03-07,23:09,CNR3121133,Incomplete,CUST7695,Mini,Horamavu,Anekal,,,0,,0,,1,Other Issue,,,,
2026-03-17,07:08,CNR8896964,Success,CUST4626,Prime Plus,Basavanagudi,BTM Layout,14.05,7.62,0,,0,,0,,356,5.86,3.3,3.2
2026-03-15,00:23,CNR9741922,Success,CUST5034,Prime Plus,Shivajinagar,Brigade Road,8.84,19.75,0,,0,,0,,592,14.59,4.4,3
2026-03-26,06:20,CNR2213035,Incomplete,CUST8842,Prime Sedan,Sahakar Nagar,HSR Layout,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-11,12:08,CNR9179466,Success,CUST8303,Prime Plus,Bellandur,Brookefield,12.23,19.5,0,,0,,0,,338,2.73,3.2,4.7
2026-03-30,16:12,CNR5768876,Success,CUST4064,Prime Plus,Domlur,Sarjapur,7.86,17.77,0,,0,,0,,341,1.65,4.9,4.5
2026-03-26,07:15,CNR6937014,Cancelled by Customer,CUST2524,Mini,Brookefield,Peenya,,,1,Wrong Address,0,,0,,,,,
2026-03-02,02:24,CNR7171953,Cancelled by Driver,CUST9699,eBike,Indiranagar,Bellandur,,,0,,1,More than permitted people in there,0,,,,,
2026-03-08,04:52,CNR8065166,Cancelled by Driver,CUST8238,Prime SUV,Mahadevapura,Dasarahalli,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-09,19:09,CNR4551492,Cancelled by Driver,CUST5415,Auto,Banaswadi,Dasarahalli,,,0,,1,More than permitted people in there,0,,,,,
2026-03-03,19:02,CNR3679060,Success,CUST9979,Prime Plus,Marathahalli,Indiranagar,6.27,7.57,0,,0,,0,,890,14.2,3.3,3.3
2026-03-29,10:11,CNR8470814,Cancelled by Customer,CUST7959,Prime Plus,Jayanagar,Outer Ring Road,,,1,AC is not working,0,,0,,,,,
2026-03-27,03:25,CNR2882531,Incomplete,CUST7171,Prime SUV,Outer Ring Road,Chandapura,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-24,05:05,CNR9606261,Incomplete,CUST2598,Prime Sedan,Hebbal,Hebbal,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-21,21:27,CNR6688557,Success,CUST5008,Prime Plus,JP Nagar,Peenya,6.86,22.68,0,,0,,0,,844,24.51,3.4,3.9
2026-03-14,13:52,CNR3035615,Cancelled by Driver,CUST8208,Prime SUV,Chandapura,Koramangala,,,0,,1,More than permitted people in there,0,,,,,
2026-03-07,09:10,CNR4177115,Incomplete,CUST2722,eBike,Ramamurthy Nagar,Richmond Town,,,0,,0,,1,Other Issue,,,,
2026-03-20,04:02,CNR6409432,Cancelled by Driver,CUST6121,Prime Sedan,KR Puram,Bannerghatta Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-11,05:06,CNR1776049,Cancelled by Driver,CUST4326,eBike,Kadugodi,Bannerghatta Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-13,05:59,CNR8078313,Cancelled by Customer,CUST8612,Prime Plus,Marathahalli,Koramangala,,,1,AC is not working,0,,0,,,,,
2026-03-21,01:41,CNR4606264,Incomplete,CUST5661,Prime Sedan,Koramangala,Rajajinagar,,,0,,0,,1,Customer Demand,,,,
2026-03-13,06:51,CNR7740132,Success,CUST5910,Mini,Hebbal,Yelahanka,14.47,10.6,0,,0,,0,,585,21.14,3.2,3.4
2026-03-25,10:12,CNR3096019,Success,CUST6801,Auto,Devanahalli,Hebbal,12.79,21.85,0,,0,,0,,238,7.81,4.3,4.1
2026-03-03,11:26,CNR5809443,Success,CUST1706,eBike,Shivajinagar,KR Puram,7.67,20.16,0,,0,,0,,278,3.38,4.6,4.4
2026-03-10,14:51,CNR2556751,Success,CUST3966,Prime SUV,Vijayanagar,Richmond Town,4.76,17.1,0,,0,,0,,449,13.68,4.5,4.3
2026-03-27,16:01,CNR6661270,Success,CUST2962,Bike,Kalyan Nagar,Brigade Road,10.92,10.08,0,,0,,0,,499,5.82,3.4,3.7
2026-03-30,14:13,CNR2256027,Success,CUST3652,Prime Plus,Rajajinagar,Devanahalli,8.14,5.56,0,,0,,0,,468,9.31,4.7,4.2
2026-03-20,03:35,CNR4098556,Incomplete,CUST2394,eBike,Bellandur,Indiranagar,,,0,,0,,1,Customer Demand,,,,
2026-03-05,04:29,CNR5241608,Success,CUST9688,Bike,Whitefield,Mahadevapura,13.83,13.95,0,,0,,0,,601,17.62,3.6,3.8
2026-03-02,02:58,CNR3672926,Cancelled by Driver,CUST9919,eBike,Banaswadi,Outer Ring Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-09,16:27,CNR3945653,Cancelled by Customer,CUST3649,eBike,Bommanahalli,Ulsoor,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-10,09:56,CNR3941642,Success,CUST8252,Prime Sedan,Ramamurthy Nagar,Anekal,4.33,16.71,0,,0,,0,,185,9.92,4.3,3.2
2026-03-09,15:11,CNR2961536,Success,CUST9111,Prime Sedan,Bommanahalli,Shivajinagar,2.35,24.28,0,,0,,0,,486,3.1,3.1,4.6
2026-03-02,18:44,CNR2567157,Success,CUST6632,eBike,Airport Road,Mahadevapura,8.23,9.63,0,,0,,0,,395,24.23,3.1,4.9
2026-03-09,00:18,CNR9139785,Incomplete,CUST9936,Prime Plus,Marathahalli,Shivajinagar,,,0,,0,,1,Other Issue,,,,
2026-03-19,23:48,CNR8105883,Success,CUST7697,Prime Sedan,BTM Layout,Banashankari,3.89,17.69,0,,0,,0,,71,2.4,4.5,4.6
2026-03-06,13:26,CNR4016294,Success,CUST9337,Prime Sedan,Ramamurthy Nagar,Whitefield,4.53,22.49,0,,0,,0,,915,20.58,3.1,3.9
2026-03-17,17:00,CNR1258464,Incomplete,CUST8473,Mini,Mahadevapura,Sahakar Nagar,,,0,,0,,1,Other Issue,,,,
2026-03-08,10:52,CNR6926021,Incomplete,CUST5680,Prime SUV,Basavanagudi,Banashankari,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-05,02:45,CNR5873641,Success,CUST4657,Prime Sedan,KR Puram,Devanahalli,2.04,15.15,0,,0,,0,,961,3.63,3.7,3.2
2026-03-08,16:49,CNR1377182,Success,CUST5580,Prime Sedan,Sahakar Nagar,Koramangala,9.51,13.68,0,,0,,0,,453,2.3,4.8,3.4
2026-03-05,19:50,CNR9832757,Success,CUST5157,Prime SUV,Whitefield,MG Road,3.64,16.4,0,,0,,0,,481,7.94,4,4.9
2026-03-14,05:49,CNR5708067,Success,CUST1295,Prime SUV,Ulsoor,Koramangala,8.38,15.42,0,,0,,0,,252,2.03,4.6,4.6
2026-03-06,11:29,CNR9238849,Success,CUST5028,eBike,Peenya,Bellandur,6.96,8.96,0,,0,,0,,575,19.49,3.5,3.4
2026-03-29,23:31,CNR5946028,Cancelled by Customer,CUST6234,Prime Sedan,CV Raman Nagar,Malleshwaram,,,1,Change of plans,0,,0,,,,,
2026-03-23,00:46,CNR4821536,Cancelled by Driver,CUST5065,Prime SUV,Electronic City,Bannerghatta Road,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-22,13:48,CNR8933481,Cancelled by Driver,CUST8336,Prime Plus,Brigade Road,Silk Board,,,0,,1,More than permitted people in there,0,,,,,
2026-03-18,09:48,CNR7513711,Success,CUST6973,Bike,Bannerghatta Road,JP Nagar,2.92,23.97,0,,0,,0,,159,11.31,4.5,4.6
2026-03-08,00:14,CNR7048467,Success,CUST4536,Mini,Ulsoor,Kadugodi,14.42,22.49,0,,0,,0,,1360,9.56,4,3
2026-03-12,17:06,CNR1010159,Success,CUST4758,Prime Sedan,Jayanagar,Mahadevapura,13.22,13.92,0,,0,,0,,734,4.33,4.3,4.6
2026-03-16,10:15,CNR9897005,Success,CUST1423,Prime Plus,KR Puram,Koramangala,4.31,12.68,0,,0,,0,,438,15.84,3.4,3.8
2026-03-15,06:03,CNR3619020,Success,CUST5524,Mini,Yelahanka,Sarjapur,8,13.8,0,,0,,0,,572,18.76,3.9,4.6
2026-03-13,20:48,CNR2049704,Incomplete,CUST6496,Bike,KR Puram,Anekal,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-20,12:26,CNR1738213,Cancelled by Driver,CUST3300,Prime Plus,HSR Layout,Horamavu,,,0,,1,More than permitted people in there,0,,,,,
2026-03-05,16:09,CNR3206803,Success,CUST8422,Mini,CV Raman Nagar,Banashankari,9.66,15.45,0,,0,,0,,391,22.59,4.5,4.6
2026-03-26,17:59,CNR6542566,Success,CUST9339,Mini,RR Nagar,Whitefield,3.13,18.83,0,,0,,0,,93,22.98,3.6,4.9
2026-03-04,18:47,CNR2423803,Cancelled by Customer,CUST1578,Mini,Vijayanagar,Electronic City,,,1,Wrong Address,0,,0,,,,,
2026-03-18,09:48,CNR1942348,Incomplete,CUST7307,Mini,Whitefield,Shivajinagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-05,16:47,CNR9685547,Cancelled by Driver,CUST6220,eBike,Silk Board,Kadugodi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-07,08:54,CNR5451027,Success,CUST7723,eBike,Indiranagar,Bommanahalli,12.17,23.8,0,,0,,0,,756,10.56,4.4,3.7
2026-03-04,02:01,CNR6329611,Success,CUST5347,eBike,Devanahalli,Ulsoor,7.51,10.48,0,,0,,0,,467,3.64,3.1,3.4
2026-03-01,15:06,CNR9777315,Success,CUST8110,eBike,Sahakar Nagar,Koramangala,8,14.48,0,,0,,0,,72,10.57,4.5,3.8
2026-03-27,04:13,CNR7270625,Success,CUST5240,Mini,Basavanagudi,Nagawara,7.76,15.3,0,,0,,0,,96,7.19,3.6,4.1
2026-03-22,02:25,CNR7231109,Success,CUST8846,Bike,Whitefield,Marathahalli,11.87,7.01,0,,0,,0,,609,5.12,3.4,4.8
2026-03-01,21:40,CNR3439936,Cancelled by Customer,CUST8359,Mini,Dasarahalli,Nagawara,,,1,AC is not working,0,,0,,,,,
2026-03-27,22:39,CNR6691637,Success,CUST9970,Auto,HSR Layout,Kalyan Nagar,12.41,6.27,0,,0,,0,,658,1.55,3.7,4.8
2026-03-03,08:41,CNR3893417,Success,CUST8020,Prime SUV,Dasarahalli,Ulsoor,5.75,22.04,0,,0,,0,,177,18.98,4.4,3.2
2026-03-21,02:36,CNR4768122,Success,CUST9330,Bike,Bannerghatta Road,Bommanahalli,9.61,5.86,0,,0,,0,,516,23.81,3.2,3
2026-03-21,23:27,CNR9715367,Cancelled by Customer,CUST3502,eBike,Peenya,Whitefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-25,09:47,CNR6037338,Success,CUST4053,eBike,RR Nagar,Ulsoor,3.75,18.24,0,,0,,0,,861,4.55,4.4,4.5
2026-03-09,05:20,CNR7880902,Success,CUST3543,Prime Plus,Domlur,Marathahalli,8.01,18.44,0,,0,,0,,736,14.99,4.1,3.3
2026-03-22,10:50,CNR2413544,Cancelled by Driver,CUST7820,Prime Plus,Marathahalli,MG Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-15,00:12,CNR8027431,Success,CUST4812,Bike,Kadugodi,Jayanagar,7.72,19.82,0,,0,,0,,874,7.96,3.5,3.1
2026-03-01,20:09,CNR2448743,Incomplete,CUST3818,Auto,Sarjapur,KR Puram,,,0,,0,,1,Customer Demand,,,,
2026-03-22,17:18,CNR3083181,Success,CUST3256,Prime Sedan,Jayanagar,Marathahalli,10.9,20.55,0,,0,,0,,812,19.99,4,4.7
2026-03-18,18:01,CNR8510393,Success,CUST8468,Prime Sedan,HSR Layout,Banaswadi,8.93,12.47,0,,0,,0,,620,7.85,3.7,4.2
2026-03-06,15:44,CNR3584922,Cancelled by Driver,CUST7008,Bike,Jayanagar,MG Road,,,0,,1,Customer related issue,0,,,,,
2026-03-14,23:28,CNR5949889,Cancelled by Driver,CUST6642,eBike,Horamavu,Marathahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-29,21:37,CNR4190729,Success,CUST5486,Auto,KR Puram,Peenya,11.55,22.59,0,,0,,0,,394,9.52,4.7,4.4
2026-03-03,15:16,CNR6636790,Success,CUST2254,Prime SUV,Jayanagar,Airport Road,6.13,7.83,0,,0,,0,,455,3.42,3.2,4.2
2026-03-26,20:28,CNR3658291,Success,CUST4966,Prime Sedan,Dasarahalli,Horamavu,4.84,10.04,0,,0,,0,,116,10.71,4.1,3.2
2026-03-20,14:52,CNR8558629,Incomplete,CUST6192,Mini,Electronic City,Shivajinagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-13,02:52,CNR2430120,Cancelled by Customer,CUST6335,eBike,Kadugodi,Kadugodi,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-21,23:04,CNR1392826,Success,CUST3687,Auto,Hebbal,Bellandur,13.09,8.02,0,,0,,0,,832,18.69,3.7,3.6
2026-03-16,00:32,CNR2951361,Success,CUST9325,Auto,Yelahanka,Richmond Town,14.46,10.85,0,,0,,0,,403,2.56,3.1,3.6
2026-03-12,20:11,CNR1886306,Cancelled by Driver,CUST3689,Prime Sedan,Rajajinagar,Chandapura,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-03,08:08,CNR1699684,Cancelled by Customer,CUST8463,Prime Sedan,Kalyan Nagar,Horamavu,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-19,19:26,CNR4183644,Success,CUST7718,Prime Sedan,Rajajinagar,Yelahanka,11.7,6.38,0,,0,,0,,160,10.67,3,3.8
2026-03-25,08:27,CNR7081703,Success,CUST1458,Prime SUV,ITPL,Jayanagar,8.21,6.08,0,,0,,0,,758,4.69,4.9,4.2
2026-03-25,10:22,CNR1384130,Cancelled by Driver,CUST5855,eBike,Devanahalli,Anekal,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-18,16:59,CNR7779642,Success,CUST6149,Auto,Kanakapura Road,Marathahalli,13.29,16.93,0,,0,,0,,443,10.95,3.1,4.6
